Organization Id,Name,Country,Founded,Industry,Number of employees
b6BD695d32CF7EF,"Vazquez, Hines and Sullivan",Gibraltar,20th century,FARMING,3191
6BefF001efcDA0e,"Mercer, Bowers and Rowe",France,20th century,FOOD PRODUCTION,1168
cC57130E3F0da7c,"Moreno, Caldwell and Estrada",Turkey,21th century,MEDIA,9785
EaD73F968C1f740,Shelton and Sons,Jordan,20th century,GLASS / CERAMICS / CONCRETE,6693
b93d678CB2CdF19,"Faulkner, Nielsen and Tran",India,20th century,RELIGIOUS INSTITUTIONS,6282
E59F9adFCCfACFa,Avila LLC,Germany,20th century,COSMETICS,9125
6FBaAA2aA8D1ECF,House-Park,Peru,20th century,PHILANTHROPY,4853
d39E042AD0FfF7d,"Hatfield, Howe and Serrano",France,21th century,MUSIC,4284
F41E5cbff86F85e,"Klein, Nash and Wolf",Mali,20th century,WIRELESS,4059
D06f4A7F5Cd6ecB,"Luna, Mcmillan and Kaufman",Somalia,20th century,ONLINE PUBLISHING,7649
E2EB5808A37BAeC,Briggs PLC,Wallis and Futuna,21th century,PACKAGING / CONTAINERS,1637
Eb90ac98f37Ea47,Rosales-Lowery,Iceland,20th century,MUSIC,8901
CFAfF509Df6CDDb,"Fowler, Blackwell and Wang",Slovakia (Slovak Republic),20th century,ANIMATION,1931
6EE2De9eeDc1C8f,Case Group,New Zealand,20th century,PUBLISHING INDUSTRY,7823
8D3B4B5cBe8A2bb,Castro Inc,United Arab Emirates,20th century,MARITIME,5031
2F0641cFfaddbc4,Nunez-Ortiz,United Arab Emirates,20th century,GRAPHIC DESIGN / WEB DESIGN,3993
BB6A1aAc3346762,"Holden, Gordon and Yu",Belgium,20th century,SPORTING GOODS,6378
Bcf9a9563eAfcA4,"Brewer, Campos and Lynch",Angola,20th century,AVIATION / AEROSPACE,3429
c8033a9CBB3acB4,Stark-Silva,Peru,20th century,HOSPITAL / HEALTH CARE,1530
0985bA4cBdC6067,Zavala-Richards,American Samoa,20th century,WRITING / EDITING,5707
Be0446cda1E76fB,Vang-Lee,Jordan,21th century,MUSIC,2955
D5e98db12A03ce1,Waters and Sons,Sierra Leone,20th century,THINK TANKS,4400
55F8922768b2408,Serrano-Lester,Jersey,21th century,GOVERNMENT RELATIONS,6729
Ff9AeA3DbACD3f0,Henderson-Everett,South Africa,20th century,ARCHITECTURE / PLANNING,2706
765DFAcF476Ae6B,Arroyo Ltd,Saint Vincent and the Grenadines,21th century,PHOTOGRAPHY,4931
51509cCde1dcDE3,Oconnor Inc,Bermuda,21th century,PHARMACEUTICALS,2131
4bEdF5fcDD2Ede1,Gross-Miranda,Benin,21th century,COMPUTER HARDWARE,9202
48754CaAADeEdBf,"Moore, Garcia and Marshall",Timor-Leste,21th century,PLASTICS,2504
FfE5a6dBcEfE000,"Barry, Sellers and Barrett",Mongolia,20th century,MOTION PICTURES / FILM,3475
A4fD11f6773daF9,Whitney and Sons,Norfolk Island,20th century,NANOTECHNOLOGY,4560
dDe84066f1a1DF3,Donaldson-Herring,Luxembourg,21th century,JUDICIARY,2808
3bADa35d0a9029e,Nelson Group,Georgia,20th century,MACHINERY,7223
E81e2BA5BD423BF,"Crane, Wade and Mccormick",Uruguay,20th century,LAW ENFORCEMENT,8753
2cC08320cFFdE9e,Cross-Fitzgerald,French Southern Territories,20th century,MUSIC,8635
eeAc6A4BFbDC538,Watts-Gay,Fiji,20th century,SEMICONDUCTORS,3608
d8EbB2c467C662d,Clayton PLC,Greece,21th century,PUBLIC SAFETY,9233
5Aa97EaccdECB5c,Eaton-Howe,Kenya,20th century,COMPUTER HARDWARE,4574
65F0EbDAaE8b87b,"Thomas, Ward and Skinner",Sri Lanka,21th century,GAMBLING / CASINOS,8309
aDeE39cEB8447Ec,Sharp-Burgess,Poland,20th century,CONSUMER SERVICES,1192
28EFFE5C6ea1d9f,"Caldwell, Lloyd and Bolton",Montenegro,20th century,FOOD / BEVERAGES,4134
ecBC2aC0094C296,Ochoa-Hardy,Oman,20th century,CONSUMER GOODS,3231
d38AAbcEC73ADD4,Chaney Inc,Cuba,20th century,LUXURY GOODS / JEWELRY,9090
aaB17AD9dB6E135,Santiago-Wise,Congo,20th century,BUILDING MATERIALS,4380
ddC5fD92E50CFEc,"Stokes, Larson and Cummings",Malaysia,20th century,ANIMATION,6691
7AAE3aBFAfAb9ea,"Mejia, Downs and Clarke",New Zealand,21th century,GRAPHIC DESIGN / WEB DESIGN,8416
F5AFC3d1fDD75e6,"Peters, Richmond and Clements",Uzbekistan,21th century,INVESTMENT MANAGEMENT / HEDGE FUND / PRIVATE EQUITY,7328
A5ba20D5573C4C7,Leonard and Sons,Chile,20th century,COMMERCIAL REAL ESTATE,6779
898afceaAbAb4c2,"Lara, Austin and Collier",Bolivia,21th century,BROADCAST MEDIA,8658
1cdC84e82c8A9eD,Nash-Foley,Tokelau,20th century,RANCHING,7793
1BfEBE923Db8074,Booker-Burnett,Trinidad and Tobago,21th century,VETERINARY,3390
Ae1265ceF526E53,"David, Chang and Flynn",Kuwait,20th century,BANKING / MORTGAGE,6524
bEFb736dd2DfDeB,Hartman Ltd,Iran,21th century,PAPER / FOREST PRODUCTS,4730
CB27E67bC048d5D,Price-Gardner,Macedonia,20th century,COMPUTER NETWORKING,7492
195Bd8fbD1a52fe,"Hansen, Dalton and Nelson",Jamaica,20th century,FISHERY,5052
9c8146D4a1eEF4C,Benson-Huerta,Jamaica,20th century,PACKAGE / FREIGHT DELIVERY,6136
08EF5e6C40Dcfdb,Wilkinson-Wilson,India,21th century,INTERNET,9067
bda07405F47bA3a,Vaughan-Love,Kiribati,21th century,MANAGEMENT CONSULTING,5391
5eb7C0AD54fc35A,"Glenn, Chase and Ross",Mozambique,21th century,MACHINERY,2543
47dB0D67e9e2C16,Case LLC,Tuvalu,21th century,RESTAURANTS,5737
BCeeBaBDc9Ce224,"Bridges, Fitzgerald and Fleming",Kazakhstan,20th century,MANAGEMENT CONSULTING,7149
74957342e92B8B7,"Serrano, Nash and Whitaker",Cook Islands,20th century,SECURITY / INVESTIGATIONS,5810
B53F7cAb256AeE2,"Gregory, Mccarty and Ashley",Ireland,20th century,TELECOMMUNICATIONS,1935
bd8C0Db70Dc4eA7,Baxter Ltd,Antarctica (the territory South of 60 deg S),20th century,COSMETICS,7333
b1BaDBc5DcdaaEe,Copeland-Franklin,Venezuela,20th century,MILITARY INDUSTRY,6596
b1c64EF6daA7B86,"Briggs, Lynn and Cruz",Equatorial Guinea,21th century,RECREATIONAL FACILITIES / SERVICES,1026
eDaDED2f3Cd50ec,"Hernandez, Solomon and Walter",Iraq,20th century,RETAIL INDUSTRY,2287
6Aed32E62A4dB58,Ramsey-Hendricks,Botswana,20th century,CAPITAL MARKETS / HEDGE FUND / PRIVATE EQUITY,1641
fdc14C48DC2188D,"Burch, Blake and Weber",Botswana,20th century,CIVIL ENGINEERING,8094
c9f1a9CDBa1a7ab,Williamson Inc,Moldova,20th century,ONLINE PUBLISHING,4855
acB2AFA2a1b3CeF,Clarke-Bass,Samoa,20th century,PACKAGING / CONTAINERS,2874
5FE1D23acbE1ad3,"Hunter, Garner and Callahan",Vanuatu,20th century,ARCHITECTURE / PLANNING,6818
B66145efAcCfbFA,"Haynes, Rowe and Cantrell",Jersey,20th century,DEFENSE / SPACE,9813
09F952fDBa8b694,"Spears, Olson and Carrillo",Angola,20th century,BUILDING MATERIALS,4111
6FeaAebCBbeb7c4,Murillo-Guzman,Cameroon,20th century,SECURITY / INVESTIGATIONS,9826
38Df7aaEb0Cb68f,Brooks LLC,Montenegro,20th century,INVESTMENT BANKING / VENTURE,9878
71AC3eF96fb296F,"Leblanc, Lopez and Collins",Nicaragua,21th century,PUBLIC SAFETY,6941
d5cfbFaA0D8B43D,Mcguire PLC,Guam,20th century,PAPER / FOREST PRODUCTS,6046
6dCbBB2cE811ec7,"Clements, Garrett and Cisneros",Turkey,20th century,MINING / METALS,7273
7EFf64aFeed4fB6,Goodwin Inc,Namibia,20th century,ALTERNATIVE MEDICINE,9887
f47fefAba92Be60,Schwartz PLC,Algeria,20th century,ENTERTAINMENT / MOVIE PRODUCTION,2447
e5BDAd9DeCefaff,Bender-Acosta,Reunion,20th century,GAMBLING / CASINOS,9171
2ABF546F50AE7AC,Mahoney-Friedman,Antarctica (the territory South of 60 deg S),20th century,PHOTOGRAPHY,7158
8EcDB05Cfa94c28,Cherry-Baldwin,Qatar,20th century,OUTSOURCING / OFFSHORING,1535
0aAEA445F8fcF84,Caldwell-Buckley,Bhutan,20th century,PRINTING,8976
DDfd4ff0c07E171,Palmer Ltd,Nicaragua,20th century,ENVIRONMENTAL SERVICES,1812
cFe7E3AeA75BABb,Rasmussen-Archer,Saint Lucia,20th century,HOSPITAL / HEALTH CARE,5241
ddf86CaB8EA7e6b,Hill PLC,Somalia,20th century,INFORMATION TECHNOLOGY / IT,4535
Aa61FE9CdD2FeAd,"Conrad, Maxwell and Coleman",Myanmar,20th century,PRINTING,4020
34ab27Db6BEb22A,Figueroa-Meyer,Comoros,20th century,BUILDING MATERIALS,8974
7aebCcC3eDD31F6,"Hale, Larsen and Hodges",Lao People's Democratic Republic,21th century,THINK TANKS,8277
132c7A35d5ebFcb,"Lam, Barnett and Murphy",Egypt,21th century,PACKAGING / CONTAINERS,4177
81F723C2ED518B8,Villanueva-Lowery,Comoros,20th century,PHILANTHROPY,3404
eBCA6aAdee3C5F7,"Wilkinson, Holloway and Dickson",Gibraltar,21th century,OTHER INDUSTRY,2002
Cf3AfeE8334CBbD,"Warner, Anderson and Cowan",Guinea-Bissau,20th century,GAMBLING / CASINOS,6592
FcdE03f9Dcc351c,Kline Ltd,Sudan,21th century,COSMETICS,2320
E4859F58af873DE,"Brock, Foster and Hull",San Marino,20th century,JUDICIARY,1029
1815f1Cb7FF26DC,Bates LLC,Liberia,20th century,EXECUTIVE OFFICE,3648
f7F922C29D03e87,"Lam, Wilcox and Krueger",Bhutan,20th century,LAW ENFORCEMENT,9762
14898CabF14c21B,"Snow, Acevedo and Keith",Kyrgyz Republic,20th century,GRAPHIC DESIGN / WEB DESIGN,2663
d1eB0d262cAcdd5,Mccall-Todd,Haiti,20th century,OTHER INDUSTRY,9017
37D9C4Fa7eCA9F4,Zuniga Group,Macedonia,20th century,STAFFING / RECRUITING,8993
c06770fEdC2fdAE,Vargas-Gould,Andorra,20th century,DESIGN,5701
F2DABBf351F77FB,"Mathis, Chaney and Caldwell",Taiwan,20th century,INFORMATION SERVICES,6600
91EDCDed7F7e762,"Everett, Carr and Blankenship",Puerto Rico,20th century,POLITICAL ORGANIZATION,4968
3D92cD46EB37F6F,"Ruiz, Fuentes and Melton",Malaysia,20th century,LEGAL SERVICES,6817
6FDfB331Ec29AAD,Anderson-Peterson,Cape Verde,21th century,EVENTS SERVICES,9782
9bE57f3E4d33e64,Sparks and Sons,United States of America,21th century,FUNDRAISING,7873
EBA2248d38AA97d,Pena LLC,Saint Helena,20th century,FUNDRAISING,5143
6ab8CDAEcC9ADb2,"Lewis, Chang and Abbott",Niger,20th century,COMPUTER NETWORKING,6727
Da4E1fEf79c54B2,"Madden, Key and Saunders",French Guiana,21th century,THINK TANKS,7782
F23FAe55B3Ad9dC,Elliott-Leblanc,Monaco,20th century,BANKING / MORTGAGE,4395
A6cBe57CDbc87c2,Hull Ltd,United Arab Emirates,20th century,VENTURE CAPITAL / VC,8174
8518A85423e3Dd1,"Meyers, Henry and Obrien",South Georgia and the South Sandwich Islands,21th century,TRANSLATION / LOCALIZATION,1868
41ae16Fab19E041,Adams-Pierce,Tajikistan,20th century,SEMICONDUCTORS,1535
9D9dd66fb2609b2,"Miller, Ramsey and Hatfield",Cape Verde,20th century,RESEARCH INDUSTRY,2008
160E4CF42dDFb1F,"Mack, Johnson and Haynes",Rwanda,20th century,GLASS / CERAMICS / CONCRETE,2397
a7eCBF8E35B8B16,Mccann Inc,Portugal,20th century,ARCHITECTURE / PLANNING,9877
Ca990F7B20029AD,Frye Group,Armenia,20th century,GAMBLING / CASINOS,6718
1B6A3057EC71e4a,Mcknight-Randolph,Sierra Leone,21th century,ARCHITECTURE / PLANNING,7733
FBD1cA0AFF043df,Berry-Koch,Guinea,20th century,TRANSPORTATION,3212
8aEa9A19068f77E,Mccall Ltd,Tonga,21th century,OTHER INDUSTRY,3498
c48dcDEC3a4a2F8,"Scott, Meyer and Barker",Gambia,20th century,HEALTH / FITNESS,8357
5663f8b3D616AeA,Booth PLC,Gambia,20th century,LOGISTICS / PROCUREMENT,6075
cD185fAD7EcFD6e,"Frye, Allison and Mcguire",Yemen,20th century,PROGRAM DEVELOPMENT,3716
AEB4A2fE4EDea5b,"Parker, Rivers and Mcdonald",India,21th century,CIVIL ENGINEERING,5518
d94d5Af50FbD0d7,Kent Ltd,Brazil,21th century,GOVERNMENT ADMINISTRATION,7918
375d34F81cdcDED,Owen-Strong,Timor-Leste,20th century,SPORTING GOODS,6410
da523F80669fEC3,"Weeks, George and Haynes",Anguilla,20th century,JUDICIARY,2619
Ccae2Cdee4eE4E2,"Richards, Oneill and Conley",Micronesia,20th century,MEDICAL EQUIPMENT,6342
1fE4689cE4D4D6F,"Henson, Cline and Garrison",Luxembourg,20th century,COMPUTER NETWORKING,4513
410C2Ce5803eFdB,"Henry, Savage and Frey",Jersey,20th century,PROGRAM DEVELOPMENT,4905
E4c6a5F43EE6cF5,Juarez Group,Bahamas,20th century,NON - PROFIT / VOLUNTEERING,2299
01Eff3ADCd63B5D,"Mcguire, Case and Oneill",Libyan Arab Jamahiriya,20th century,CONSUMER ELECTRONICS,3661
98E5EC7f5F27d84,"Moran, Bullock and Robbins",Holy See (Vatican City State),20th century,LAW ENFORCEMENT,2737
D9aD8Be81CaA4BD,"Beasley, Wiggins and Salazar",Korea,21th century,IMPORT / EXPORT,7884
03dF209D36dDEbB,"Owen, Villanueva and Baird",El Salvador,20th century,VETERINARY,2878
2b9AccAc1dd1fEB,Haas LLC,Ethiopia,20th century,PACKAGE / FREIGHT DELIVERY,6370
2F059FbDC95a8e7,"Sanford, Christensen and Callahan",Micronesia,21th century,CIVIL ENGINEERING,4452
D1FaC952Dd81aca,Mcintyre LLC,Netherlands,20th century,OIL / ENERGY / SOLAR / GREENTECH,4233
3CFCEA517928d6f,Kirby-Boyd,Congo,20th century,TOBACCO,4539
54522BA477384fE,"Berry, Payne and Parrish",Angola,20th century,ELECTRICAL / ELECTRONIC MANUFACTURING,3636
4EDAbfB3dA0D7C5,Russell LLC,Bulgaria,20th century,GLASS / CERAMICS / CONCRETE,2178
B8E2eA5abD3B6b0,"Holmes, Blair and Freeman",Belgium,20th century,PLASTICS,9675
549Ae67Bee8D5Bb,Williamson-Burton,Ethiopia,21th century,COMPUTER NETWORKING,9853
0C7643a6b76Df07,Hays LLC,Slovakia (Slovak Republic),21th century,WIRELESS,3654
34AFDBc55FD4c56,Williams Inc,Singapore,21th century,FOOD / BEVERAGES,3835
0E688f3fC8DcdBe,Watkins Group,Burkina Faso,20th century,COMPUTER HARDWARE,9456
CB7cF4DB6456b8A,"Mccoy, Malone and Johns",Philippines,21th century,OIL / ENERGY / SOLAR / GREENTECH,9846
B318CC8fC1FD8a9,Briggs-Vega,Barbados,21th century,FOOD / BEVERAGES,5152
9DDedAdEcced809,Zamora LLC,Austria,21th century,TEXTILES,2711
DC6951EC0B7909c,Conway-Santana,New Zealand,20th century,COMMERCIAL REAL ESTATE,6390
bD8a2a8fF966446,"Cervantes, Carson and Dudley",Saudi Arabia,20th century,TEXTILES,8519
F7dEDF9a849cd0f,"Mahoney, Mcneil and Bradford",Aruba,21th century,MARKETING / ADVERTISING / SALES,2835
ADCDa64Ca9CfF30,"Mccormick, Harrison and Kramer",Afghanistan,21th century,ELECTRICAL / ELECTRONIC MANUFACTURING,6506
7C57DCecFBe8D90,"Smith, Davenport and Whitney",Norfolk Island,20th century,GOVERNMENT ADMINISTRATION,9239
A7a93c9e0e4F4a3,Watson LLC,Tokelau,21th century,HOSPITALITY,5413
502a24CDF49E1e7,Greer PLC,Faroe Islands,21th century,SUPERMARKETS,2145
126eB3717D0AeB6,"Hughes, Dudley and Everett",Yemen,20th century,JUDICIARY,3344
c4112055D6FfFEC,Ray-Dougherty,Spain,20th century,FUNDRAISING,3263
4157f5aaC925bc1,"Santana, Scott and Pierce",Belgium,20th century,MEDICAL EQUIPMENT,1034
f79DeC7Ce34FAed,Gould-Freeman,Ukraine,21th century,MEDICAL PRACTICE,1028
fa58bbdAB66B5d7,"Kemp, Baldwin and Montes",American Samoa,21th century,APPAREL / FASHION,4004
cEF3d4ea07cC7a2,Black-Foster,French Polynesia,20th century,INDIVIDUAL / FAMILY SERVICES,8514
7fcfB45d882fF18,"Sanchez, Nolan and Saunders",Botswana,21th century,SHIPBUILDING,8148
31DD6bEAa1de3Ec,Donaldson Group,Czech Republic,20th century,RESTAURANTS,6128
A815de62e9399d4,Mahoney Inc,Cote d'Ivoire,20th century,INFORMATION TECHNOLOGY / IT,8033
3b2eCfc42ff4D29,Atkinson-Glass,Tunisia,20th century,EXECUTIVE OFFICE,1657
DA7aC38DBe0Ff15,Gutierrez PLC,Czech Republic,20th century,PERFORMING ARTS,5108
4dE7986D72d4ACA,Mcdonald-Horne,Paraguay,21th century,TRANSPORTATION,4374
Af4D8BaB4aA1a5E,"Blake, Parsons and Contreras",Kenya,20th century,FISHERY,3944
ec2b18fb6FCcceA,Nichols Group,Malawi,20th century,LEISURE / TRAVEL,5387
3a0176f7Ab51c22,"Foster, Obrien and Hodges",Barbados,21th century,INVESTMENT BANKING / VENTURE,9182
7BBAb85fbfdcEA7,Bowman Ltd,Bahrain,21th century,STAFFING / RECRUITING,4370
ccec04b3fE858e3,Booker-Hogan,Iceland,21th century,PHARMACEUTICALS,7486
A83a4EAA9cc943c,"Barrera, Mcgee and Haynes",Netherlands,21th century,INDIVIDUAL / FAMILY SERVICES,6156
accfB3dCBfb7720,Valdez-Aguirre,Guinea-Bissau,20th century,ELECTRICAL / ELECTRONIC MANUFACTURING,9009
Fecfbcb5CCF248A,"Conway, Bryan and Duarte",Marshall Islands,20th century,ELECTRICAL / ELECTRONIC MANUFACTURING,5680
dc8B4DEB7Bb0F14,Curry-Warner,Costa Rica,21th century,NEWSPAPERS / JOURNALISM,8106
ecC79D0bc5D7f43,"Nicholson, Townsend and Huber",Liberia,21th century,GOVERNMENT RELATIONS,9232
6D2Ea544bb8e68a,Wilkerson and Sons,Gibraltar,21th century,PUBLIC SAFETY,2758
01c787e957A3e8C,Berry-Norton,Cameroon,21th century,CONSTRUCTION,4219
00DdBda1Ee4609F,"Mills, Baird and Johnston",Cambodia,21th century,LUXURY GOODS / JEWELRY,3612
9Dcf8d0af1FF628,Tyler-Ballard,Lebanon,20th century,CIVIC / SOCIAL ORGANIZATION,4694
95AdfDeD9870b5e,Mora Group,Spain,20th century,WIRELESS,5352
6F1FeAd1b0E2f9E,Gillespie-Arias,Equatorial Guinea,20th century,WHOLESALE,1183
C325157dfE064b8,"Roy, Harper and Owens",Bahamas,21th century,E - LEARNING,7705
bABf8dC3d9f8bF1,"Jenkins, Ibarra and Valenzuela",Ireland,20th century,MILITARY INDUSTRY,6193
2F6F3aA8F0dC802,Nash-Patrick,Cook Islands,20th century,SPORTS,2779
1F3698ddfaBdD4F,Case-Obrien,Mayotte,20th century,PAPER / FOREST PRODUCTS,7458
C44a83DD3F6f07c,"Oliver, Banks and Francis",Qatar,20th century,ELECTRICAL / ELECTRONIC MANUFACTURING,8245
54B96428ecAC9B1,"Shaw, Harper and Roach",Bahamas,20th century,RESEARCH INDUSTRY,7506
eF7f11abFC4BafD,"Jones, Huynh and Hess",Nigeria,20th century,COMPUTER SOFTWARE / ENGINEERING,9968
BBb7764205c9AE7,"Allison, Hancock and Escobar",Saint Barthelemy,20th century,COMPUTER GAMES,2442
eD60f9bd611fB4f,"Graves, Campbell and Howard",Panama,20th century,RECREATIONAL FACILITIES / SERVICES,7636
9e3D1F171f572AA,Li and Sons,Russian Federation,21th century,WIRELESS,9081
0eAc27F9dDFe0e5,Olsen-Rush,Macedonia,20th century,SUPERMARKETS,2220
bDF1067B66CDF5A,Dominguez-Rivera,Tanzania,20th century,PACKAGE / FREIGHT DELIVERY,7033
87c85A43A4dAf8C,Cabrera Inc,Iran,20th century,MOTION PICTURES / FILM,5785
DaF2d0aeFA7A0f0,Montoya-Shaw,Fiji,20th century,PAPER / FOREST PRODUCTS,4277
B19DD71817b8dAb,Guerra LLC,Solomon Islands,21th century,UTILITIES,1201
141ba1CCC6463EB,Moody PLC,Ukraine,21th century,HOSPITALITY,8422
336976f5C4FdE9e,"Gallegos, Clements and Wang",Denmark,21th century,ARTS / CRAFTS,4566
408A014CAfdCdDE,David-Patterson,Jordan,20th century,COMPUTER NETWORKING,2618
2A9Ee2b519Da2ad,"Duncan, Maldonado and Frye",Nigeria,20th century,INFORMATION SERVICES,2913
02a91F5F6E31DFA,Dunlap LLC,Bouvet Island (Bouvetoya),20th century,OIL / ENERGY / SOLAR / GREENTECH,8344
9cCFa8871CDA7D1,English Group,Norfolk Island,21th century,CIVIL ENGINEERING,4636
C53ceF416cFaDb5,"Watkins, Sherman and Rocha",Australia,20th century,GRAPHIC DESIGN / WEB DESIGN,3730
DAa9661Fbb3b4Ba,Daniels-Lyons,Libyan Arab Jamahiriya,20th century,COSMETICS,2887
AD484BABFDaFeaf,"Anderson, Benitez and Jennings",Tunisia,20th century,BUSINESS SUPPLIES / EQUIPMENT,8267
49e8C2aB09eE645,"Powers, Snow and Reilly",French Guiana,21th century,MECHANICAL OR INDUSTRIAL ENGINEERING,8251
0DEa3A3bfFD4de5,Carrillo Ltd,Svalbard & Jan Mayen Islands,21th century,BUILDING MATERIALS,6465
3A4Bff9Adf85f7D,"Zimmerman, Dyer and Frazier",Tonga,20th century,GLASS / CERAMICS / CONCRETE,6889
5C2f6AFB91BdFD3,Vance PLC,Botswana,21th century,CONSUMER ELECTRONICS,3520
8b4135dD300e800,Hull-Cuevas,French Guiana,20th century,MEDICAL EQUIPMENT,8594
f9Aa0BC2bCdEf31,Weaver-Castro,Saudi Arabia,20th century,RETAIL INDUSTRY,9500
88c08C78D1dA9Cb,Martinez PLC,Guinea,20th century,PACKAGE / FREIGHT DELIVERY,5381
3fcdad275Afb614,"Lee, Case and Mooney",Sao Tome and Principe,20th century,PROGRAM DEVELOPMENT,9338
818C7753f67e975,"Lee, Macdonald and Wilkins",Germany,20th century,EDUCATION MANAGEMENT,9580
1298ABC42e5A9db,Jefferson-Barber,Guinea-Bissau,20th century,SECURITY / INVESTIGATIONS,1398
F8D50F20EacCbF3,"Clements, Steele and Fields",United States of America,21th century,RELIGIOUS INSTITUTIONS,6936
5890C89EA2DCeEa,"Ortiz, Villanueva and Mendez",Belgium,20th century,LEISURE / TRAVEL,2132
2BE6bCDC9Cb9Ed6,"Grimes, Bauer and Mendez",Belgium,21th century,RANCHING,8019
9F65C5fA0F21988,"Hunt, Sparks and Schwartz",Lao People's Democratic Republic,20th century,PRINTING,5307
1Dc849EF6c9b8a7,"Hutchinson, Decker and Ruiz",Taiwan,21th century,EDUCATION MANAGEMENT,4820
75Fa81Eed529779,"Mason, Zuniga and Simon",Burundi,20th century,COMPUTER NETWORKING,1180
deFaecD7Fc9dA70,"Murillo, Turner and Arroyo",Fiji,20th century,FACILITIES SERVICES,9304
CbBA1cbE16bA4eB,"Rose, Zuniga and Moses",Dominican Republic,21th century,THINK TANKS,1578
bd18B7D915D8ec9,"Hardin, Hall and Rich",Macao,20th century,FACILITIES SERVICES,9396
63C7B5fD1Df84AD,"Mathis, Payne and Bell",Congo,20th century,ONLINE PUBLISHING,2127
EeE48d505dCf64C,Lloyd-Key,Saint Helena,20th century,WAREHOUSING,3634
C1C6bac69FEc3Ad,"Roach, Owens and Mathis",Namibia,20th century,ENVIRONMENTAL SERVICES,1881
586A45C4E4BFeAE,"Conrad, Holt and Huang",Nigeria,21th century,ENTERTAINMENT / MOVIE PRODUCTION,6730
7EDAFf232F5AFE2,Olsen Inc,Maldives,20th century,MINING / METALS,1829
eaE84335cACF4e8,"Hardin, Mason and Mcgee",Niue,21th century,PACKAGE / FREIGHT DELIVERY,9972
09Ea6CEceEcbEBA,"Daugherty, Sparks and Good",South Georgia and the South Sandwich Islands,20th century,DEFENSE / SPACE,2288
1911E2dAb4a089B,Cline LLC,Turkmenistan,21th century,COMMERCIAL REAL ESTATE,6385
Af9ffb62a67d202,Bean-Daniel,Moldova,21th century,MACHINERY,1373
CecB35bEeEAAf3A,"Harvey, Little and Leon",Niue,20th century,MARKET RESEARCH,6164
aEbad16bcF96dE8,Mccarty-Carroll,Kazakhstan,20th century,RAILROAD MANUFACTURE,2058
fb3Afab0d4dFeC8,Flowers-Gillespie,Antarctica (the territory South of 60 deg S),20th century,MARKET RESEARCH,5389
fEE9ac4Bdf3628e,Brooks-Guerra,United Arab Emirates,21th century,PUBLISHING INDUSTRY,9785
CfDfE3bAbB8ee8C,Burns-Dominguez,Germany,20th century,PHILANTHROPY,4785
312B7Eb147e6b4D,"Dougherty, Santos and Buchanan",Zambia,20th century,OIL / ENERGY / SOLAR / GREENTECH,5177
0aeC66ED930cE62,"Mcmahon, Schultz and Lynn",Iraq,20th century,ENVIRONMENTAL SERVICES,8944
3b1dca9eEaBAccF,Hendrix-Kim,Aruba,20th century,MEDICAL PRACTICE,9141
c52ea6F55c096dd,Moore Group,Guatemala,20th century,TEXTILES,6396
5b7FE97E48BCA72,Gibbs-Mills,El Salvador,20th century,HOSPITALITY,2080
FffB6b3bFBDd0eF,Weeks-Bolton,French Southern Territories,21th century,TRANSLATION / LOCALIZATION,1483
ecdD4Ba4bFcdADa,West Ltd,Malta,20th century,FURNITURE,9119
50f7a0d0Bdbbc9B,Mccormick-Monroe,Northern Mariana Islands,21th century,STAFFING / RECRUITING,2023
EbC8B7e60C503cd,Smith Ltd,Russian Federation,21th century,APPAREL / FASHION,3398
6ba74A7fa123e6f,"Tanner, Lowe and Mcmahon",Greece,21th century,COMPUTER NETWORKING,4818
Faf0A9140C0d152,"Reed, Mathis and Coffey",Greenland,20th century,FISHERY,3639
35D773ebcc8bcbF,"Wong, Sellers and Bowers",China,20th century,PROGRAM DEVELOPMENT,8324
81bd6b7c02634CC,Petersen PLC,United States of America,21th century,DESIGN,4180
BCC1c9C0b30C9b2,Avila PLC,Honduras,20th century,AIRLINES / AVIATION,5930
266F663C44cfce2,Davidson Group,Guernsey,21th century,INDUSTRIAL AUTOMATION,2681
504Dadc3FfB1f6f,Allison LLC,Denmark,20th century,NON - PROFIT / VOLUNTEERING,7137
2c83D0f7ccca676,Ramsey-Franklin,Western Sahara,20th century,WAREHOUSING,3749
b0D6A5dAb2246dC,"Hurley, Butler and Jordan",Guernsey,21th century,DEFENSE / SPACE,5888
506eceaBCCAad0a,"Curry, Mccarthy and Fisher",South Georgia and the South Sandwich Islands,20th century,RESTAURANTS,8194
cB90Df7eeFaEFdD,Lowe-Leonard,Mozambique,20th century,INTERNET,6780
AdB2B0aAE07e81A,Anderson-Daniel,Guinea,20th century,RAILROAD MANUFACTURE,3232
fbC5Bed282f58DE,"Frye, Ashley and Montoya",Indonesia,20th century,TRANSLATION / LOCALIZATION,2725
27580e90BAe5cDF,Morrow-Stevens,Micronesia,21th century,LUXURY GOODS / JEWELRY,9316
FEeb53C4a63feF5,"Howe, Clay and Hamilton",Andorra,21th century,STAFFING / RECRUITING,2677
C580530C28042a8,"Cox, Murray and Mcclure",Ethiopia,21th century,FINE ART,3800
fF04e67DF828Cd4,"Potter, Myers and Alexander",Isle of Man,21th century,COMPUTER SOFTWARE / ENGINEERING,5747
39f0d5AA7DA0dEe,Little Group,Uganda,21th century,RENEWABLES / ENVIRONMENT,4363
